Item Category,Material Category,Cost Price,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating,Combined Category,Sale Count,Sale Cluster
Chain & Charm,Silver,40.0,200.0,200.0,Male,39.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,164.3,164.3,Others,33.0,Regular,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,140.0,140.0,Male,54.0,Regular,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,35.0,159.0,159.0,Male,43.0,Occasional,3.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,53.0,53.0,Female,35.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,174.9,174.9,Female,61.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,103.0,240.0,240.0,Others,37.0,Occasional,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,38.0,395.0,395.0,Female,52.0,Occasional,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,90.0,165.0,165.0,Female,42.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,144.0,100.0,100.0,Others,18.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,32.0,148.4,148.4,Male,62.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,140.0,140.0,Female,39.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,52.0,196.1,196.1,Female,45.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,55.0,325.0,325.0,Male,26.0,Occasional,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,212.0,212.0,Female,19.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,222.6,222.6,Male,64.0,Occasional,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,127.2,127.2,Male,68.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,14.0,218.0,218.0,Female,69.0,Rare,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,127.2,127.2,Others,67.0,Occasional,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,25.0,265.0,265.0,Female,35.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,200.0,200.0,Female,48.0,Occasional,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,48.0,169.0,169.0,Male,31.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,49.0,100.0,100.0,Male,65.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,63.0,247.74,247.74,Female,43.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,48.0,160.0,160.0,Others,24.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,169.6,169.6,Female,29.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,18.0,150.0,150.0,Male,39.0,Occasional,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,66.0,209.0,209.0,Others,61.0,Regular,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,18.0,85.0,85.0,Male,49.0,Occasional,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,169.0,169.0,Female,20.0,Rare,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,118.72,118.72,Others,55.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,62.0,212.0,212.0,Male,32.0,Regular,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,136.0,400.0,400.0,Male,45.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,95.0,455.0,455.0,Male,55.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,55.0,312.7,312.7,Male,70.0,Regular,3.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,37.0,153.7,153.7,Male,57.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,100.0,265.0,265.0,Male,48.0,Regular,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,50.0,50.0,Female,38.0,Occasional,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,232.0,232.0,Female,56.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,134.8,134.8,Male,29.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,62.1,318.0,318.0,Female,55.0,Occasional,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,106.0,106.0,Male,70.0,Rare,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,40.0,40.0,Female,29.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,45.0,275.6,275.6,Male,55.0,Occasional,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,125.0,125.0,Female,43.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,60.0,60.0,Male,47.0,Occasional,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,28.8,165.0,165.0,Female,66.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,148.4,148.4,Male,24.0,Regular,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,84.8,84.8,Female,38.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,118.99,118.99,Female,36.0,Occasional,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,29.0,190.0,190.0,Female,48.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,80.0,80.0,Female,27.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,250.0,250.0,Male,33.0,Regular,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,23.0,127.2,127.2,Female,27.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,159.0,159.0,Male,39.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,106.0,106.0,Male,44.0,Occasional,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,57.6,79.0,79.0,Male,26.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,73.1,280.0,280.0,Female,44.0,Rare,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,150.0,150.0,Female,32.0,Regular,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,166.95,166.95,Male,67.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,25.0,106.0,106.0,Male,26.0,Regular,3.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,168.54,168.54,Male,24.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,95.0,371.0,371.0,Male,32.0,Regular,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,159.0,159.0,Others,64.0,Regular,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,291.0,291.0,Male,23.0,Occasional,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,180.0,180.0,Female,46.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,68.9,68.9,Female,52.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,70.0,250.0,250.0,Male,62.0,Rare,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,159.0,159.0,Male,70.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,100.0,100.0,Others,38.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,44.2,190.8,190.8,Male,25.0,Occasional,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,39.6,195.0,195.0,Male,35.0,Regular,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,43.0,43.0,Female,39.0,Regular,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,23.0,200.0,200.0,Male,38.0,Occasional,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,2.0,42.0,42.0,Male,63.0,Rare,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,18.0,148.38,148.38,Others,42.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,166.25,477.0,477.0,Female,69.0,Regular,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,40.0,40.0,Male,64.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,179.14,179.14,Others,28.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,55.0,212.0,212.0,Female,37.0,Occasional,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,45.6,175.0,175.0,Female,55.0,Rare,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,114.13,114.13,Female,33.0,Rare,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,100.0,100.0,Male,63.0,Occasional,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,80.0,365.0,365.0,Male,28.0,Rare,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,125.0,125.0,Male,23.0,Rare,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,60.0,159.0,159.0,Female,34.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,90.0,90.0,Male,65.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,200.0,200.0,Female,63.0,Regular,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,19.4,95.39,95.39,Male,53.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,15.0,83.74,83.74,Male,40.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,111.0,111.0,Male,38.0,Occasional,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,24.0,174.9,174.9,Male,37.0,Regular,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,15.0,75.0,75.0,Female,68.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,70.0,302.1,302.1,Others,35.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,68.0,250.0,250.0,Female,44.0,Regular,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,24.0,120.0,120.0,Male,35.0,Rare,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,32.0,169.6,169.6,Male,39.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,100.0,100.0,Male,42.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,88.0,88.0,Male,49.0,Regular,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,132.5,132.5,Male,29.0,Regular,3.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,45.0,265.0,265.0,Female,48.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,25.0,181.7,181.7,Male,46.0,Occasional,3.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,56.0,201.0,201.0,Female,49.0,Rare,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,53.0,189.74,189.74,Male,68.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,143.0,143.0,Male,19.0,Occasional,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,60.0,316.95,316.95,Male,70.0,Occasional,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,110.0,110.0,Male,23.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,212.0,212.0,Female,32.0,Regular,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,65.0,220.0,220.0,Others,67.0,Occasional,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,50.0,50.0,Female,38.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,63.6,63.6,Others,66.0,Regular,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,84.8,84.8,Others,64.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,121.9,121.9,Female,40.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,54.0,154.0,154.0,Male,55.0,Occasional,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,10.0,10.0,Others,24.0,Rare,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,200.0,200.0,Female,29.0,Regular,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,28.0,125.0,125.0,Male,37.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,67.0,280.9,280.9,Female,64.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,116.6,116.6,Male,65.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,24.0,127.2,127.2,Male,31.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,60.0,160.0,160.0,Male,30.0,Regular,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,70.0,212.0,212.0,Female,20.0,Occasional,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,249.1,249.1,Female,39.0,Regular,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,70.0,132.5,132.5,Others,44.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,63.6,63.6,Male,63.0,Occasional,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,100.7,100.7,Male,64.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,14.0,25.0,25.0,Others,53.0,Regular,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,279.0,425.0,425.0,Female,64.0,Occasional,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,15.0,84.8,84.8,Male,52.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,201.4,201.4,Female,18.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,35.0,20.0,20.0,Others,50.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,70.0,70.0,Female,21.0,Occasional,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,84.8,84.8,Male,53.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,106.0,106.0,Female,45.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,5.0,50.0,50.0,Female,48.0,Rare,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,100.0,265.0,265.0,Female,63.0,Rare,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,107.0,107.0,Male,26.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,200.0,200.0,Male,59.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,127.2,127.2,Female,66.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,174.9,174.9,Male,55.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,65.0,185.0,185.0,Male,54.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,37.0,106.0,106.0,Male,42.0,Regular,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,70.0,265.0,265.0,Male,24.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,24.0,106.0,106.0,Female,62.0,Regular,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,20.0,20.0,Male,54.0,Regular,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,159.0,159.0,Others,27.0,Occasional,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,190.8,190.8,Male,52.0,Regular,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,75.0,200.34,200.34,Female,33.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,106.0,106.0,Female,48.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,53.0,53.0,Male,21.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,120.0,120.0,Male,47.0,Regular,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,150.0,150.0,Others,31.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,20.0,20.0,Male,47.0,Occasional,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,25.0,90.0,90.0,Male,58.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,94.3,94.3,Female,67.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,529.99,529.99,Male,33.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,80.7,80.7,Male,33.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,79.0,79.0,Others,38.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,81.0,250.0,250.0,Male,56.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,13.0,95.4,95.4,Male,30.0,Regular,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,110.0,110.0,Female,44.0,Rare,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,104.94,104.94,Female,60.0,Occasional,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,106.0,106.0,Others,63.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,16.0,68.9,68.9,Female,36.0,Occasional,3.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,52.0,159.0,159.0,Male,55.0,Rare,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,159.0,159.0,Others,54.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,132.5,132.5,Female,58.0,Regular,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,40.0,242.0,242.0,Female,42.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,31.0,168.54,168.54,Male,53.0,Occasional,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,95.4,95.4,Male,56.0,Rare,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,81.0,291.0,291.0,Female,57.0,Rare,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,159.0,159.0,Female,28.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,60.0,60.0,Female,34.0,Occasional,4.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,180.0,514.1,514.1,Female,34.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,3.0,20.0,20.0,Female,19.0,Rare,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,75.0,20.0,20.0,Female,46.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,84.8,84.8,Female,21.0,Rare,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,159.0,159.0,Female,45.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,121.9,121.9,Male,49.0,Regular,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,32.0,150.0,150.0,Female,65.0,Regular,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,13.0,94.34,94.34,Male,55.0,Regular,3.6,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,45.0,45.0,Male,30.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,48.0,94.34,94.34,Female,48.0,Rare,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,32.0,172.86,172.86,Male,33.0,Regular,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,25.0,169.0,169.0,Female,56.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,30.0,30.0,Male,32.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,274.54,274.54,Male,45.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,137.8,137.8,Male,68.0,Regular,5.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,75.3,75.3,Male,54.0,Regular,4.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,30.0,212.0,212.0,Female,54.0,Rare,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,15.0,79.5,79.5,Male,68.0,Regular,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50.0,200.0,200.0,Male,58.0,Occasional,4.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,52.99,52.99,Female,68.0,Regular,4.0,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,-96.02,-96.02,Male,51.0,Regular,4.2,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,24.0,70.0,70.0,Female,24.0,Regular,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,8.0,63.6,63.6,Male,29.0,Regular,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,73.6,73.6,Male,37.0,Regular,4.5,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,143.1,143.1,Female,54.0,Occasional,3.7,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,20.0,132.5,132.5,Female,19.0,Occasional,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,62.54,62.54,Male,20.0,Occasional,3.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,15.0,115.54,115.54,Female,19.0,Regular,4.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,12.0,89.0,89.0,Others,21.0,Regular,4.9,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,10.0,94.34,94.34,Female,22.0,Occasional,4.1,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,16.0,105.0,105.0,Male,53.0,Regular,4.3,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,50,117.34,117.34,Male,32.0,Occasional,3.8,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,16.0,95.4,95.4,Male,46.0,Occasional,3.4,Chain & Charm - Silver,967,Most Selling
Chain & Charm,Silver,22.0,153.7,153.7,Male,21.0,Occasional,4.4,Chain & Charm - Silver,967,Most Selling
